route,locale,matrix_status,translation_status,coverage
/az/product-photo-for-marketplaces,az,machine draft,needs_review,machine draft
/ar/product-photo-for-marketplaces,ar,machine draft,needs_review,machine draft
/es/product-photo-for-marketplaces,es,machine draft,needs_review,machine draft
/pt/product-photo-for-marketplaces,pt,machine draft,needs_review,machine draft
/fr/product-photo-for-marketplaces,fr,machine draft,needs_review,machine draft
/de/product-photo-for-marketplaces,de,machine draft,needs_review,machine draft
/it/product-photo-for-marketplaces,it,machine draft,needs_review,machine draft
/pl/product-photo-for-marketplaces,pl,machine draft,needs_review,machine draft
/uk/product-photo-for-marketplaces,uk,machine draft,needs_review,machine draft
/hi/product-photo-for-marketplaces,hi,machine draft,needs_review,machine draft
/id/product-photo-for-marketplaces,id,machine draft,needs_review,machine draft
/vi/product-photo-for-marketplaces,vi,machine draft,needs_review,machine draft
/zh/product-photo-for-marketplaces,zh,machine draft,needs_review,machine draft
/ru/generator-video-tovara,ru,complete,published,complete
/en/product-video-generator,en,complete,published,complete
/kk/onim-video-generator,kk,machine draft,needs_review,machine draft
/ky/tovar-video-generator,ky,machine draft,needs_review,machine draft
/uz/mahsulot-video-generator,uz,machine draft,needs_review,machine draft
/tg/generator-video-tovar,tg,machine draft,needs_review,machine draft
/tr/product-video-generator,tr,machine draft,needs_review,machine draft
/az/product-video-generator,az,machine draft,needs_review,machine draft
/ar/product-video-generator,ar,machine draft,needs_review,machine draft
/es/product-video-generator,es,machine draft,needs_review,machine draft
/pt/product-video-generator,pt,machine draft,needs_review,machine draft
/fr/product-video-generator,fr,machine draft,needs_review,machine draft
/de/product-video-generator,de,machine draft,needs_review,machine draft
/it/product-video-generator,it,machine draft,needs_review,machine draft
/pl/product-video-generator,pl,machine draft,needs_review,machine draft
/uk/product-video-generator,uk,machine draft,needs_review,machine draft
/hi/product-video-generator,hi,machine draft,needs_review,machine draft
/id/product-video-generator,id,machine draft,needs_review,machine draft
/vi/product-video-generator,vi,machine draft,needs_review,machine draft
/zh/product-video-generator,zh,machine draft,needs_review,machine draft
/ru/generator-fona-dlya-tovara,ru,complete,published,complete
/en/background-generator,en,complete,published,complete
/kk/onim-fon-generator,kk,machine draft,needs_review,machine draft
/ky/tovar-fon-generator,ky,machine draft,needs_review,machine draft
/uz/mahsulot-fon-generator,uz,machine draft,needs_review,machine draft
/tg/generator-fon-tovar,tg,machine draft,needs_review,machine draft
/tr/background-generator,tr,machine draft,needs_review,machine draft
/az/background-generator,az,machine draft,needs_review,machine draft
/ar/background-generator,ar,machine draft,needs_review,machine draft
/es/background-generator,es,machine draft,needs_review,machine draft
/pt/background-generator,pt,machine draft,needs_review,machine draft
/fr/background-generator,fr,machine draft,needs_review,machine draft
/de/background-generator,de,machine draft,needs_review,machine draft
/it/background-generator,it,machine draft,needs_review,machine draft
/pl/background-generator,pl,machine draft,needs_review,machine draft
/uk/background-generator,uk,machine draft,needs_review,machine draft
/hi/background-generator,hi,machine draft,needs_review,machine draft
/id/background-generator,id,machine draft,needs_review,machine draft
/vi/background-generator,vi,machine draft,needs_review,machine draft
/zh/background-generator,zh,machine draft,needs_review,machine draft
/ru/foto-odezhdy-na-ai-modeli,ru,complete,published,complete
/en/fashion-model-photos,en,complete,published,complete
/kk/kiim-ai-model-fotosy,kk,machine draft,needs_review,machine draft
/ky/kiyim-ai-model-fotosu,ky,machine draft,needs_review,machine draft
/uz/kiyim-ai-model-fotosi,uz,machine draft,needs_review,machine draft
/tg/libos-dar-ai-model,tg,machine draft,needs_review,machine draft
/tr/fashion-model-photos,tr,machine draft,needs_review,machine draft
/az/fashion-model-photos,az,machine draft,needs_review,machine draft
/ar/fashion-model-photos,ar,machine draft,needs_review,machine draft
/es/fashion-model-photos,es,machine draft,needs_review,machine draft
/pt/fashion-model-photos,pt,machine draft,needs_review,machine draft
/fr/fashion-model-photos,fr,machine draft,needs_review,machine draft
/de/fashion-model-photos,de,machine draft,needs_review,machine draft
/it/fashion-model-photos,it,machine draft,needs_review,machine draft
/pl/fashion-model-photos,pl,machine draft,needs_review,machine draft
/uk/fashion-model-photos,uk,machine draft,needs_review,machine draft
/hi/fashion-model-photos,hi,machine draft,needs_review,machine draft
/id/fashion-model-photos,id,machine draft,needs_review,machine draft
/vi/fashion-model-photos,vi,machine draft,needs_review,machine draft
/zh/fashion-model-photos,zh,machine draft,needs_review,machine draft
/ru/foto-bizhuterii-dlya-marketpleysa,ru,complete,published,complete
/en/jewelry-product-photos,en,complete,published,complete
/kk/zergerlik-onim-fotosy,kk,machine draft,needs_review,machine draft
/ky/zer-buyum-fotosu,ky,machine draft,needs_review,machine draft
/uz/taqinchoq-mahsulot-fotosi,uz,machine draft,needs_review,machine draft
/tg/aks-zeboi-baroi-marketpleys,tg,machine draft,needs_review,machine draft
/tr/jewelry-product-photos,tr,machine draft,needs_review,machine draft
/az/jewelry-product-photos,az,machine draft,needs_review,machine draft
/ar/jewelry-product-photos,ar,machine draft,needs_review,machine draft
/es/jewelry-product-photos,es,machine draft,needs_review,machine draft
/pt/jewelry-product-photos,pt,machine draft,needs_review,machine draft
/fr/jewelry-product-photos,fr,machine draft,needs_review,machine draft
/de/jewelry-product-photos,de,machine draft,needs_review,machine draft
/it/jewelry-product-photos,it,machine draft,needs_review,machine draft
/pl/jewelry-product-photos,pl,machine draft,needs_review,machine draft
/uk/jewelry-product-photos,uk,machine draft,needs_review,machine draft
/hi/jewelry-product-photos,hi,machine draft,needs_review,machine draft
/id/jewelry-product-photos,id,machine draft,needs_review,machine draft
/vi/jewelry-product-photos,vi,machine draft,needs_review,machine draft
/zh/jewelry-product-photos,zh,machine draft,needs_review,machine draft
/ru/privacy,ru,complete,published,complete
/en/privacy,en,complete,published,complete
/kk/privacy,kk,machine draft,needs_review,machine draft
/ky/privacy,ky,machine draft,needs_review,machine draft
/uz/privacy,uz,machine draft,needs_review,machine draft
/tg/privacy,tg,machine draft,needs_review,machine draft
/tr/privacy,tr,machine draft,needs_review,machine draft
/az/privacy,az,machine draft,needs_review,machine draft
/ar/privacy,ar,machine draft,needs_review,machine draft
/es/privacy,es,machine draft,needs_review,machine draft
/pt/privacy,pt,machine draft,needs_review,machine draft
/fr/privacy,fr,machine draft,needs_review,machine draft
/de/privacy,de,machine draft,needs_review,machine draft
/it/privacy,it,machine draft,needs_review,machine draft
/pl/privacy,pl,machine draft,needs_review,machine draft
/uk/privacy,uk,machine draft,needs_review,machine draft
/hi/privacy,hi,machine draft,needs_review,machine draft
/id/privacy,id,machine draft,needs_review,machine draft
/vi/privacy,vi,machine draft,needs_review,machine draft
/zh/privacy,zh,machine draft,needs_review,machine draft
/ru/terms,ru,complete,published,complete
/en/terms,en,complete,published,complete
/kk/terms,kk,machine draft,needs_review,machine draft
/ky/terms,ky,machine draft,needs_review,machine draft
/uz/terms,uz,machine draft,needs_review,machine draft
/tg/terms,tg,machine draft,needs_review,machine draft
/tr/terms,tr,machine draft,needs_review,machine draft
/az/terms,az,machine draft,needs_review,machine draft
/ar/terms,ar,machine draft,needs_review,machine draft
/es/terms,es,machine draft,needs_review,machine draft
/pt/terms,pt,machine draft,needs_review,machine draft
/fr/terms,fr,machine draft,needs_review,machine draft
/de/terms,de,machine draft,needs_review,machine draft
/it/terms,it,machine draft,needs_review,machine draft
/pl/terms,pl,machine draft,needs_review,machine draft
/uk/terms,uk,machine draft,needs_review,machine draft
/hi/terms,hi,machine draft,needs_review,machine draft
/id/terms,id,machine draft,needs_review,machine draft
/vi/terms,vi,machine draft,needs_review,machine draft
/zh/terms,zh,machine draft,needs_review,machine draft
/ru/acceptable-use,ru,complete,published,complete
/en/acceptable-use,en,complete,published,complete
/kk/acceptable-use,kk,machine draft,needs_review,machine draft
/ky/acceptable-use,ky,machine draft,needs_review,machine draft
/uz/acceptable-use,uz,machine draft,needs_review,machine draft
/tg/acceptable-use,tg,machine draft,needs_review,machine draft
/tr/acceptable-use,tr,machine draft,needs_review,machine draft
/az/acceptable-use,az,machine draft,needs_review,machine draft
/ar/acceptable-use,ar,machine draft,needs_review,machine draft
/es/acceptable-use,es,machine draft,needs_review,machine draft
/pt/acceptable-use,pt,machine draft,needs_review,machine draft
/fr/acceptable-use,fr,machine draft,needs_review,machine draft
/de/acceptable-use,de,machine draft,needs_review,machine draft
/it/acceptable-use,it,machine draft,needs_review,machine draft
/pl/acceptable-use,pl,machine draft,needs_review,machine draft
/uk/acceptable-use,uk,machine draft,needs_review,machine draft
/hi/acceptable-use,hi,machine draft,needs_review,machine draft
/id/acceptable-use,id,machine draft,needs_review,machine draft
/vi/acceptable-use,vi,machine draft,needs_review,machine draft
/zh/acceptable-use,zh,machine draft,needs_review,machine draft
/ru/data-deletion,ru,complete,published,complete
/en/data-deletion,en,complete,published,complete
/kk/data-deletion,kk,machine draft,needs_review,machine draft
/ky/data-deletion,ky,machine draft,needs_review,machine draft
/uz/data-deletion,uz,machine draft,needs_review,machine draft
/tg/data-deletion,tg,machine draft,needs_review,machine draft
/tr/data-deletion,tr,machine draft,needs_review,machine draft
/az/data-deletion,az,machine draft,needs_review,machine draft
/ar/data-deletion,ar,machine draft,needs_review,machine draft
/es/data-deletion,es,machine draft,needs_review,machine draft
/pt/data-deletion,pt,machine draft,needs_review,machine draft
/fr/data-deletion,fr,machine draft,needs_review,machine draft
/de/data-deletion,de,machine draft,needs_review,machine draft
/it/data-deletion,it,machine draft,needs_review,machine draft
/pl/data-deletion,pl,machine draft,needs_review,machine draft
/uk/data-deletion,uk,machine draft,needs_review,machine draft
/hi/data-deletion,hi,machine draft,needs_review,machine draft
/id/data-deletion,id,machine draft,needs_review,machine draft
/vi/data-deletion,vi,machine draft,needs_review,machine draft
/zh/data-deletion,zh,machine draft,needs_review,machine draft
/ru/cost,ru,missing,missing,missing
/en/cost,en,missing,missing,missing
/kk/cost,kk,missing,missing,missing
/ky/cost,ky,missing,missing,missing
/uz/cost,uz,missing,missing,missing
/tg/cost,tg,missing,missing,missing
/tr/cost,tr,missing,missing,missing
/az/cost,az,missing,missing,missing
/ar/cost,ar,missing,missing,missing
/es/cost,es,missing,missing,missing
/pt/cost,pt,missing,missing,missing
/fr/cost,fr,missing,missing,missing
/de/cost,de,missing,missing,missing
/it/cost,it,missing,missing,missing
/pl/cost,pl,missing,missing,missing
/uk/cost,uk,missing,missing,missing
/hi/cost,hi,missing,missing,missing
/id/cost,id,missing,missing,missing
/vi/cost,vi,missing,missing,missing
/zh/cost,zh,missing,missing,missing
/ru/platforms/kaspi-foto-tovarov,ru,complete,published,complete
/en/platforms/kaspi-product-photos,en,complete,published,complete
/kk/platforms/kaspi-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/kaspi-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/kaspi-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/kaspi-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/kaspi-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/kaspi-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/kaspi-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/kaspi-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/kaspi-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/kaspi-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/kaspi-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/kaspi-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/kaspi-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/kaspi-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/kaspi-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/kaspi-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/kaspi-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/kaspi-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/wildberries-foto-tovarov,ru,complete,published,complete
/en/platforms/wildberries-product-photos,en,complete,published,complete
/kk/platforms/wildberries-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/wildberries-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/wildberries-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/wildberries-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/wildberries-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/wildberries-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/wildberries-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/wildberries-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/wildberries-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/wildberries-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/wildberries-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/wildberries-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/wildberries-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/wildberries-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/wildberries-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/wildberries-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/wildberries-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/wildberries-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/ozon-foto-tovarov,ru,complete,published,complete
/en/platforms/ozon-product-photos,en,complete,published,complete
/kk/platforms/ozon-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/ozon-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/ozon-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/ozon-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/ozon-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/ozon-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/ozon-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/ozon-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/ozon-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/ozon-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/ozon-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/ozon-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/ozon-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/ozon-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/ozon-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/ozon-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/ozon-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/ozon-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/ebay-foto-tovarov,ru,complete,published,complete
/en/platforms/ebay-product-photos,en,complete,published,complete
/kk/platforms/ebay-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/ebay-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/ebay-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/ebay-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/ebay-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/ebay-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/ebay-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/ebay-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/ebay-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/ebay-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/ebay-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/ebay-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/ebay-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/ebay-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/ebay-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/ebay-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/ebay-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/ebay-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/amazon-foto-tovarov,ru,complete,published,complete
/en/platforms/amazon-product-photos,en,complete,published,complete
/kk/platforms/amazon-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/amazon-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/amazon-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/amazon-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/amazon-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/amazon-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/amazon-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/amazon-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/amazon-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/amazon-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/amazon-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/amazon-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/amazon-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/amazon-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/amazon-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/amazon-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/amazon-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/amazon-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/etsy-foto-tovarov,ru,complete,published,complete
/en/platforms/etsy-product-photos,en,complete,published,complete
/kk/platforms/etsy-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/etsy-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/etsy-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/etsy-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/etsy-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/etsy-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/etsy-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/etsy-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/etsy-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/etsy-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/etsy-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/etsy-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/etsy-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/etsy-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/etsy-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/etsy-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/etsy-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/etsy-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/shopify-foto-tovarov,ru,complete,published,complete
/en/platforms/shopify-product-photos,en,complete,published,complete
/kk/platforms/shopify-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/shopify-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/shopify-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/shopify-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/shopify-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/shopify-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/shopify-product-photos,ar,machine draft,needs_review,machine draft
/es/platforms/shopify-product-photos,es,machine draft,needs_review,machine draft
/pt/platforms/shopify-product-photos,pt,machine draft,needs_review,machine draft
/fr/platforms/shopify-product-photos,fr,machine draft,needs_review,machine draft
/de/platforms/shopify-product-photos,de,machine draft,needs_review,machine draft
/it/platforms/shopify-product-photos,it,machine draft,needs_review,machine draft
/pl/platforms/shopify-product-photos,pl,machine draft,needs_review,machine draft
/uk/platforms/shopify-product-photos,uk,machine draft,needs_review,machine draft
/hi/platforms/shopify-product-photos,hi,machine draft,needs_review,machine draft
/id/platforms/shopify-product-photos,id,machine draft,needs_review,machine draft
/vi/platforms/shopify-product-photos,vi,machine draft,needs_review,machine draft
/zh/platforms/shopify-product-photos,zh,machine draft,needs_review,machine draft
/ru/platforms/instagram-shop-foto-tovarov,ru,complete,published,complete
/en/platforms/instagram-shop-product-photos,en,complete,published,complete
/kk/platforms/instagram-shop-product-photos,kk,machine draft,needs_review,machine draft
/ky/platforms/instagram-shop-product-photos,ky,machine draft,needs_review,machine draft
/uz/platforms/instagram-shop-product-photos,uz,machine draft,needs_review,machine draft
/tg/platforms/instagram-shop-product-photos,tg,machine draft,needs_review,machine draft
/tr/platforms/instagram-shop-product-photos,tr,machine draft,needs_review,machine draft
/az/platforms/instagram-shop-product-photos,az,machine draft,needs_review,machine draft
/ar/platforms/instagram-shop-product-photos,ar,machine draft,needs_review,machine draft
